Title,Type,Rating,Vote Count,Start Date,Studio
Smile of the Arsnotoria the Animation,TV,7.07,504,"Jul 06, 2022",LIDENFILMS
Snack World: Lenny the Misanthrope,MOVIE,8.33,3,"Dec 17, 2016",OLM
smile smile ship Start!,MUSIC,5.5,3,"Mar 31, 2021",add some
SNACK WORLD,TV,5.63,63,"Apr 13, 2017",OLM
Snow White with the Red Hair,TV,9.21,2651,"Jul 07, 2015",Bones
Snickers x Dr Stone,ONA,8.83,337,"Oct 04, 2020",TMS Entertainment
Snow Halation,MUSIC,9.45,46,"Dec 22, 2010",Sunrise
So Cute It Hurts!!,OVA,7.04,59,"Jul 26, 2013",add some
Snow White with the Red Hair Season 2,TV,9.34,1620,"Jan 12, 2016",Bones
"Snow White with the Red Hair: Nandemonai Takaramono, Kono Page",OVA,9.28,300,"Jan 05, 2016",Bones
"So What, You Are My Maid?",ONA,6.29,18,?,
"So I'm a Spider, So What?",TV,8.82,17837,"Jan 08, 2021",Millepensee
So I'm Into You,ONA,6.58,20,?,
Soar High! Isami,TV,7.92,9,"Apr 08, 1995",Group TAC
"So, I Can't Play H!",TV,8.52,1748,"Jul 06, 2012",feel.
"So, I Can't Play H?",OVA,8.21,206,"Mar 29, 2013",feel.
Soccer,MUSIC,5.62,20,"Jan 05, 2017",P-Vine Records
Soaring Sky! Pretty Cure,TV,8.85,559,"Feb 05, 2023",Toei Animation
Soba e,SPECIAL,7.12,12,"Mar 06, 2019",
Softenni! the Animation,TV,8.14,52,"Apr 08, 2011",Xebec
Socket,MOVIE,8.75,8,2009,add some
Softenni Specials,SPECIAL,6.8,25,"Jun 22, 2011",Xebec
sola,TV,8.32,79,"Apr 07, 2007",Nomad
SOL BIANCA,OVA,7.22,17,"Mar 21, 1990",AIC
Sol Bianca: The Legacy,OVA,8.31,11,"Sep 24, 1999",AIC
Solo Leveling,TV,9.13,6607,Jan 2024,A-1 Pictures
sola Specials,SPECIAL,9.98,12,"Sep 25, 2007",Nomad
Solitary Industrial Revolution,MUSIC,9.34,35,"Feb 13, 2023",
Solty Rei Specials,SPECIAL,6.2,6,"Jul 26, 2006",Gonzo
Solo: A Star Wars Story,ONA,4.88,9,"Oct 17, 2018",Walt Disney Japan
Solty Rei,TV,8.79,75,"Oct 07, 2005",Gonzo
Someday's Dreamers II Sora,TV,7.96,23,"Jul 03, 2008",Hal Film Maker
Somali and the Forest Spirit,TV,9.38,1799,"Jan 10, 2020",Satelight
Someday's Dreamers,TV,6.72,29,"Jan 10, 2003",J.C.Staff
Song of Time,ONA,8.8,109,"Jul 16, 2020",Aqua Entertainment
Someone Else's BL Comic Animation,ONA,6.66,129,"Jan 11, 2018",add some
Someone's Gaze,MOVIE,8.8,119,"Feb 10, 2013",CoMix Wave Films
Sonic Soldier Borgman II: New Century 2058,OVA,5.5,8,"Oct 01, 1993",Ashi Productions
Soni-Ani: SUPER SONICO THE ANIMATION,TV,8.57,83,"Jan 06, 2014",White Fox
Sonic Soldier Borgman,TV,5.21,20,"Apr 13, 1988",Ashi Productions
Sonic Soldier Borgman: Madnight☆Gigs!,OVA,4.67,6,"Feb 08, 1989",Ashi Productions
Sonic Soldier Borgman: Last Battle,OVA,5.21,10,"Sep 16, 1989",Ashi Productions
Sonic Soldier Borgman: Lover's Rain,MOVIE,3.17,12,"Dec 01, 1990",Ashi Productions
Sonic X Pilot,SPECIAL,8.15,24,2001,TMS Entertainment
Sonic the Hedgehog: The Movie,OVA,8.83,72,"Jan 26, 1996",Pierrot
Sonic X,TV,8.87,241,"Apr 06, 2003",TMS Entertainment
Sonny Boy & Dewdrop Girl,MOVIE,8.53,68,"Nov 09, 2013",Studio Colorido
Sonic: Night of the Werehog,ONA,8.72,46,"Nov 01, 2008",Marza Animation Planet
Sonny Boy,TV,8.4,4002,"Jul 16, 2021",Madhouse
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,TV,8.72,61,"Jan 14, 2009",Kyoto Animation
"Sono Toki, Kanojo wa.",TV,5.69,38,"Oct 07, 2018",MASTER LIGHTS
Sora no Method: Mou Hitotsu no Negai,ONA,9.14,28,"Oct 11, 2019",Studio 3Hz
Sorcerer Hunters OVA - Chocolate Springs & Other Hot Things!,OVA,7.53,21,"Dec 21, 1996",Xebec
Sorairo Utility,SPECIAL,8.55,125,"Dec 31, 2021",Yostar Pictures
Sorcerer Hunters,TV,8.19,55,"Oct 03, 1995",Xebec
Sorcerous Stabber Orphen: Battle of Kimluck,TV,7.3,497,"Jan 20, 2021",Studio Deen
Sorcerer on the Rocks,OVA,4.29,16,"Aug 21, 1999",Daume
Sorcerous Stabber Orphen,TV,7.34,683,"Jan 07, 2020",Studio Deen
Sorcerous Stabber Orphen: Doom of Dragon's Sanctuary,TV,5.12,356,"Apr 12, 2023",Studio Deen
Sorcerous Stabber Orphen: Celestial Artifacts,SPECIAL,6.33,113,"May 08, 2020",Studio Deen
Sorcerous Stabber Orphen: Chaos in Urbanrama,TV,6.62,311,"Jan 18, 2023",Studio Deen
Sore Ike! Anpanman,TV,6.27,39,"Oct 03, 1988",TMS Entertainment
Sorcery in the Big City,ONA,8.5,38,"Dec 01, 2017",SANZIGEN
Sore ga Seiyuu!: Petit Uchiage,SPECIAL,8.38,12,"Mar 23, 2016",Gonzo
Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,MOVIE,6.2,6,"Jul 14, 2001",TMS Entertainment
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,MOVIE,4.4,8,"Mar 14, 1992",Tokyo Movie Shinsha
Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,MOVIE,7.8,8,"Jul 10, 2010",TMS Entertainment
Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,MOVIE,7.73,7,"Jul 13, 2002",TMS Entertainment
Sore Ike! Anpanman: Roll to Laura - Ukigumojou no Himitsu,MOVIE,5.96,15,"Jul 13, 2002",TMS Entertainment
Sore Ike! Anpanman: Ruby no Negai,MOVIE,4.39,23,"Jul 12, 2003",add some
Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,MOVIE,5.23,13,"Jul 29, 1995",TMS Entertainment
Sore Ike! Anpanman: Tobase! Kibou no Handkerchief,MOVIE,5.17,16,"Jul 06, 2013",TMS Entertainment
Sore Ike! Anpanman: Tsumikijou no Himitsu,MOVIE,7.07,10,"Mar 14, 1992",TMS Entertainment
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),TV,7.51,13,"Apr 04, 1999",J.C.Staff
Sore wo Ai to Yobu Dake,MUSIC,8.76,21,"Aug 15, 2020",Toho Interactive Animation
Sorette Dakara ne!,ONA,5.75,7,"Jun 24, 2011",Asahi Production
SOS TV Walpurgis Night Fever Episode 0,SPECIAL,8.33,4,"Apr 13, 2010",Lantis
Sorrowless Bell,ONA,6.83,13,?,
SOS TV Walpurgis Night Fever,ONA,8.23,11,"Mar 01, 2010",Lantis
Soukyuu no Fafner: Dead Aggressor - THE BEYOND,MOVIE,8.23,35,"May 17, 2019",Production I.G
Sotsugyou M: Ore-tachi no Carnival,OVA,7.6,5,"Jan 21, 1999",Artland
Sougen no Ko Tenguri,MOVIE,7.61,8,1977,Shin-Ei Animation
Soukyuu no Fafner: Dead Aggressor - THE BEYOND Part 4,MOVIE,8.22,28,"Nov 05, 2021",Production I.G
Soukyuu no Fafner: Dead Aggressor - THE BEYOND Part 2,MOVIE,7.16,21,"Nov 08, 2019",Production I.G
Soukyuu no Fafner: Dead Aggressor - THE BEYOND Part 3,MOVIE,7.53,17,"Nov 13, 2020",Production I.G
Soul Eater,TV,9.03,2702,"Apr 07, 2008",Bones
Soukyuu no Fafner: RIGHT OF LEFT - single program,SPECIAL,8.12,12,"Dec 30, 2005",Xebec
Soul Buster,TV,7.53,99,"Oct 04, 2016",Pierrot
Soul Hunter,TV,9.72,30,"Jul 03, 1999",Studio Deen
Soul Eater Not!,TV,6.87,254,"Apr 09, 2014",Bones
Soul Eater: Late Night Show,SPECIAL,7.68,45,Apr 2008,Bones
Soul Land Part 10,ONA,9.05,671,"Aug 20, 2021",Sparkly Key Animation Studio
Soul Land,ONA,8.58,1685,"Jan 20, 2018",Sparkly Key Animation Studio
Soul Land 2: The Peerless Tang Clan,ONA,8.74,1068,"Jun 24, 2023",Sparkly Key Animation Studio
Soul Land Part 13,ONA,9.16,646,"May 20, 2022",Sparkly Key Animation Studio
Soul Land Part 11,ONA,9.12,733,"Nov 19, 2021",Sparkly Key Animation Studio
Soul Land Part 12,ONA,9.12,685,"Feb 18, 2022",Sparkly Key Animation Studio
Soul Land Part 16,ONA,8.99,260,"Jul 22, 2022",Tencent Penguin Pictures
Soul Land Part 14,ONA,8.98,208,"Jun 10, 2022",Tencent Penguin Pictures
Soul Land Part 15,ONA,8.79,207,"Jul 01, 2022",Tencent Penguin Pictures
Soul Land Part 19,ONA,8.83,296,"Sep 23, 2022",Tencent Penguin Pictures
Soul Land Part 17,ONA,8.49,333,"Aug 12, 2022",Tencent Penguin Pictures
Soul Land Part 18,ONA,8.71,340,"Sep 02, 2022",Tencent Penguin Pictures
Soul Land Part 21,ONA,8.79,818,"Nov 18, 2022",Tencent Penguin Pictures
Soul Land Part 2,ONA,9.07,1940,"Nov 30, 2018",Sparkly Key Animation Studio
Soul Land Part 20,ONA,8.7,351,"Oct 26, 2022",Tencent Penguin Pictures
Soul Land Part 24,ONA,8.9,115,"Jan 26, 2023",Tencent Penguin Pictures
Soul Land Part 22,ONA,9.09,102,"Dec 16, 2022",Tencent Penguin Pictures
Soul Land Part 23,ONA,8.92,89,"Jan 05, 2023",Tencent Penguin Pictures
Soul Land Part 27,ONA,8.81,212,"Mar 31, 2023",Tencent Penguin Pictures
Soul Land Part 25,ONA,9.05,99,"Feb 16, 2023",Tencent Penguin Pictures
Soul Land Part 26,ONA,8.67,109,"Mar 09, 2023",Tencent Penguin Pictures
Soul Land Part 3,ONA,9.02,366,"Nov 22, 2019",Sparkly Key Animation Studio
Soul Land Part 28,ONA,8.93,385,"Apr 21, 2023",Sparkly Key Animation
Soul Land Part 29,ONA,8.86,106,"May 12, 2023",Sparkly Key Animation
Soul Land Part 5,ONA,9.32,785,"May 22, 2020",Sparkly Key Animation Studio
Soul Land Part 30,ONA,9.06,382,"May 26, 2023",Sparkly Key Animation
Soul Land Part 4,ONA,9.14,351,"Feb 21, 2020",Sparkly Key Animation Studio
Soul Land Part 8,ONA,9.25,409,"Feb 19, 2021",Sparkly Key Animation Studio
Soul Land Part 6,ONA,9.12,299,"Aug 21, 2020",Sparkly Key Animation Studio
Soul Land Part 7,ONA,9.06,405,"Nov 20, 2020",Sparkly Key Animation Studio
Soul Link Special,SPECIAL,7.5,13,"Jun 11, 2006",Picture Magic
Soul Land Part 9,ONA,9.01,542,"May 21, 2021",Sparkly Key Animation Studio
Soul Link,TV,6.5,66,"Apr 02, 2006",Picture Magic
Soulmate Adventure,ONA,8.73,140,"Mar 31, 2017",Sunflowers
Soul of Light,ONA,8.31,214,"Jul 10, 2023",Wonder Cat Animation
Soul Worker: Your Destiny Awaits,ONA,6.69,42,"Mar 17, 2016",Larx Entertainment
SOUND & FURY,ONA,5.86,45,"Sep 27, 2019",Kamikaze Douga
Soulmate Adventure S2,ONA,8.16,101,"Jul 02, 2023",Sunflowers
sound / phantasma / mirror,MOVIE,6.4,10,"Oct 17, 2004",Kojiro Shishido Animation Works
Sound! Euphonium,TV,9.25,900,"Apr 08, 2015",Kyoto Animation
Sound of the Sky,TV,8.94,311,"Jan 05, 2010",A-1 Pictures
Sound of the Sky Specials,SPECIAL,9.04,55,"Jun 23, 2010",A-1 Pictures
Sound! Euphonium Shorts,SPECIAL,9.57,50,"Jun 17, 2015",Kyoto Animation
Sound! Euphonium 2,TV,9.4,999,"Oct 06, 2016",Kyoto Animation
Sound! Euphonium 2 Shorts,SPECIAL,9.03,53,"Dec 21, 2016",Kyoto Animation
"Sound! Euphonium: Ready, Set, Monaka",SPECIAL,8.8,54,"Dec 16, 2015",Kyoto Animation
Sound! Euphonium The Movie — May the melody reach you! —,MOVIE,9.22,62,"Sep 30, 2017",Kyoto Animation
Sound! Euphonium the Movie: Welcome to the Kitauji High School Concert Band,MOVIE,8.67,58,"Apr 23, 2016",Kyoto Animation
"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",SPECIAL,8.89,14,"Dec 27, 2016",White Fox
Sound! Euphonium: The Movie - Our Promise: A Brand New Day,MOVIE,9.06,186,"Apr 19, 2019",Kyoto Animation
Sousei no Aquarion EVOL,SPECIAL,8.97,11,"Jul 02, 2015",Satelight
Space Ace,TV,7.17,9,"May 08, 1965",Tatsunoko Production
Sousou no Frieren: ●● no Mahou,ONA,9.13,278,"Oct 10, 2023",TOHO animation STUDIO
Southpaw,MUSIC,9.45,82,"Aug 27, 2019",NBCUniversal Entertainment Japan
Space Adventure Cobra: The Movie,MOVIE,8.2,28,"Jul 03, 1982",TMS Entertainment
Space Adventure Cobra,TV,9.46,104,"Oct 07, 1982",Tokyo Movie Shinsha
Space Adventure Cobra Pilot,SPECIAL,7.95,13,"Dec 31, 1981",Tokyo Movie Shinsha
Space Battleship Tiramisu ZWEI,TV,8.92,55,"Oct 02, 2018",Gonzo
Space Battle Ship Yamato Pilot Film,SPECIAL,8.3,6,"Jul 27, 1990",add some
Space Battleship Tiramisu,TV,8.89,177,"Apr 03, 2018",Gonzo
Space Battleship Yamato - Final Chapter,MOVIE,7.7,22,"Mar 19, 1983",Toei Animation
Space Battleship Tiramisu Zwei Specials,SPECIAL,9.94,11,"Jan 30, 2019",Gonzo
Space Battleship Yamato,MOVIE,8.02,15,"Aug 06, 1977",Group TAC
Space Battleship Yamato: The New Voyage,SPECIAL,7.66,21,"Jul 31, 1979",Group TAC
Space Battleship Yamato 2199: Odyssey of the Celestial Ark,MOVIE,9.56,53,"Dec 06, 2014",Xebec
Space Battleship Yamato Resurrection,MOVIE,7.96,38,"Dec 12, 2009",Toho
Space Brothers: Apo's Dream,OVA,6.21,10,"Mar 23, 2012",Milky Cartoon
Space Brothers,TV,9.29,419,"Apr 01, 2012",A-1 Pictures
Space Brothers #0,MOVIE,7.68,23,"Aug 09, 2014",A-1 Pictures
Space Dandy,TV,9.29,589,"Jan 05, 2014",Bones
Space Camper Chicchi,ONA,7.32,23,"Mar 30, 2022",Production +h.
Space Carrier Blue Noah,TV,6.58,16,"Oct 13, 1979",Academy Productions
Space Fantasia 2001 Nights,OVA,6.03,11,"Jun 21, 1987",TMS Entertainment
Space Dandy 2,TV,9.54,370,"Jul 06, 2014",Bones
Space Emperor God Sigma,TV,9.29,15,"Mar 19, 1980",Toei Animation
Space Oz no Bouken,MOVIE,8.1,6,"Mar 03, 1990",
Space Knight Tekkaman,TV,7.74,30,"Jul 02, 1975",Tatsunoko Production
Space Neko Theater,ONA,9.86,9,"Dec 09, 2008",Space Neko Company
Space Pirate Captain Harlock,TV,4.65,119,"Mar 14, 1978",Toei Animation
Space Patrol Hopper,TV,8.5,4,"Feb 01, 1965",Toei Animation
Space Patrol Luluco,TV,9.01,168,"Apr 01, 2016",Trigger
SPACE PIRATE CAPTAIN HERLOCK: OUTSIDE LEGEND - The Endless Odyssey,OVA,9.06,18,"Dec 21, 2002",Madhouse
Space Pirate Captain Harlock 2,MOVIE,7.4,12,"Jan 01, 2010",
Space Pirate Captain Harlock: Riddle of the Arcadia Episode,MOVIE,9.17,6,"Jul 22, 1978",Toei Animation
Space Symphonic Poem Maetel ~Galaxy Express 999 Side Story~,TV,3.37,36,"Aug 06, 2004",Azeta Pictures
Space Pirate Mito,TV,6.79,16,"Jan 05, 1999",Triangle Staff
Space Runaway Ideon,TV,9.34,49,"May 08, 1980",Sunrise
Space Warrior Baldios,TV,8.37,39,"Jun 30, 1980",Ashi Productions
Space Thunder Kids,MOVIE,2.78,8,"Oct 10, 2021",
Space Travelers,OVA,5,2,"Jun 23, 2000",Fuji TV
"Spare Me, Great Lord!",ONA,9.12,3383,"Dec 03, 2021",Big Firebird Culture
Space Warrior Baldios (Movie),MOVIE,6.3,14,"Dec 29, 1981",Kokusai Eigasha
Spaceketeers,TV,9.62,25,"Apr 02, 1978",Toei Animation
Special 7: Special Crime Investigation Unit,TV,8.51,217,"Oct 06, 2019",Anima&Co.
Sparkling Red Star,MOVIE,3.7,8,"Oct 01, 2007",Puzzle Animation Studio Limited
Sparrow's Hotel,TV,6.47,12,"Apr 09, 2013",Hotline
Special Duty Combat Unit Shinesman,OVA,8.88,5,"Feb 21, 1996",Production I.G
Special A (S.A),TV,8.74,689,"Apr 07, 2008",Gonzo
Special Crime Investigation Unit - Special 7 OVA,OVA,8.22,39,"Jan 24, 2020",Anima&Co.
Speed Grapher,TV,8.21,195,"Apr 08, 2005",Gonzo
Spectral Force,OVA,6.38,8,"Nov 25, 1998",Idea Factory
Spectral Force Chronicle Divergence,OVA,4.08,12,"Jun 22, 2005",WAO World
Spellbound! Magical Princess Lilpri,TV,8.79,53,"Apr 04, 2010",TMS Entertainment
Speed Racer,TV,7.88,44,"Apr 02, 1967",Tatsunoko Production
Speed Racer X,TV,8.88,12,"Jan 09, 1997",Tatsunoko Production
Spice and Wolf II,TV,9.19,748,"Jul 09, 2009",Brain's Base
Spelunker Is a Teacher,OVA,6.06,13,"Mar 16, 2011",Studio PuYUKAI
Spice and Wolf,TV,9.19,1232,"Jan 09, 2008",Imagin
Spice Girl,ONA,6.89,19,?,
Spice and Wolf II Specials,SPECIAL,8.52,78,"Oct 07, 2009",Brain's Base
Spice and Wolf II: Wolf and the Amber Melancholy,OVA,9.22,104,"Apr 30, 2009",Brain's Base
Spider Riders: Resurrected Sun,TV,8.24,23,"Apr 14, 2007",Bee Train
Spicy Girl,ONA,7.91,136,"Apr 07, 2020",Success
Spider Riders,TV,8.71,60,"Apr 05, 2006",Bee Train
Spirit Guardians,ONA,6.28,15,"Nov 27, 2018",Yi Chen Animation
Spiral: Bond of Reasoning,TV,8.57,51,"Oct 01, 2002",J.C.Staff
Spirit Guardians,ONA,7.6,47,"Jun 19, 2018",Yi Chen Animation
Spirit of Wonder: Miss China's Ring,OVA,6.44,21,"Jun 03, 1992",Ajia-Do
Spirit Hero Wataru 2,TV,9.42,6,"Mar 09, 1990",Sunrise
Spirit of Wonder: China-san Short Stories,SPECIAL,5.12,9,"Jan 25, 2001",Ajia-Do
Spirited Away,MOVIE,9.23,2444,"Jul 20, 2001",Studio Ghibli
Spirit of Wonder: Scientific Boys Club,OVA,5.39,10,"Jan 25, 2001",Ajia-Do
Spirit Warrior,OVA,6.18,25,"Apr 29, 1988",AIC
Spirits In Chinese Brushes,ONA,8.03,72,"Oct 28, 2023",L²Studio
Spiritpact,ONA,8.39,672,"Jun 21, 2016",Haoliners Animation League
Spiritpact -Bond of The Underworld-,TV,8.57,729,"Feb 23, 2018",Haoliners Animation League
SpoGomi: World Cup Exhibition Match Arc,ONA,6,4,"Mar 17, 2022",AION Studio
Spiritual Lord of Chaos,ONA,7.64,137,"Sep 10, 2023",add some
"Splendid Rebirth: Good Morning, Mrs.Fu",ONA,8.29,15,?,
Spooky Kitaro,MOVIE,8.88,10,"Jul 21, 1968",
Spooky Kitaro,TV,8.58,41,"Jan 07, 1996",Toei Animation
Spooky Kitaro,MOVIE,9.6,10,"Dec 21, 1985",Toei Animation
Spooky Kitaro: The All Seeing Eye,MOVIE,5.56,8,"Jul 12, 1980",Toei Animation
Spooky Kitaro: Giant Sea Monster,MOVIE,8.32,19,"Jul 06, 1996",Toei Animation
Spooky Kitaro: Japan Explodes!!,MOVIE,6.74,12,"Dec 20, 2008",Toei Animation
SPRIGGAN,MOVIE,7.83,165,"Sep 05, 1998",Studio 4°C
Spooky Kitaro: The Obake Nighter,MOVIE,5.25,3,"Mar 08, 1997",Toei Animation
Spooky Kitarou: Ghost War Struggle,MOVIE,7,6,"Mar 15, 1986",Toei Animation
Spring and Chaos,MOVIE,9.21,14,"Dec 14, 1996",Group TAC
SPRIGGAN (ONA),ONA,8.47,385,"Jun 18, 2022",David Production
Spring and Autumn,ONA,7.95,165,"Apr 13, 2020",Ruo Hong Culture
Spring Stranger,MUSIC,6.4,5,"Apr 21, 2009",Victor Entertainment
Spring Comes to Ponsuke,MOVIE,9.04,9,"Aug 01, 1934",add some
Spring Song,MOVIE,8.7,18,1931,add some
Spy Classroom Season 2,TV,8.27,938,"Jul 13, 2023",feel.
Sprite: Between Two Worlds,OVA,7.81,41,"Apr 21, 1997",J.C.Staff
Spy Classroom,TV,7.79,2272,"Jan 05, 2023",feel.
SPY x FAMILY Season 2,TV,9.04,5704,"Oct 07, 2023",Wit Studio
SPY x FAMILY,TV,9.01,36604,"Apr 09, 2022",Wit Studio
SPY x FAMILY Cour 2,TV,9.04,20504,"Oct 01, 2022",Wit Studio
Squid Girl,TV,9.18,324,"Oct 05, 2010",Diomedea
Spycies,MOVIE,5.5,18,"Jan 11, 2020",add some
Squid Festival,MOVIE,6.44,20,1993,add some
Squid Girl Specials,SPECIAL,9.37,39,"May 03, 2011",Diomedea
Squid Girl 2,TV,9.13,178,"Sep 27, 2011",Diomedea
Squid Girl OVA,OVA,8.92,64,"Aug 08, 2012",Diomedea
SSSS.GRIDMAN,TV,8.66,859,"Oct 07, 2018",Trigger
Squishy! Black Clover,ONA,8.25,193,"Jul 01, 2019",DLE
SSSS.DYNAZENON,TV,9.32,1116,"Apr 02, 2021",Trigger
STAND BY ME Doraemon 2,MOVIE,9.26,304,"Nov 20, 2020",Shirogumi
St. Luminous Mission High School,TV,5.51,27,"Oct 06, 1998",Triangle Staff
STAND BY ME Doraemon,MOVIE,8.85,147,"Aug 08, 2014",Shirogumi
Star Blazers: Space Battleship Yamato 2199,OVA,9.11,351,"May 25, 2012",Xebec
Stand My Heroes: Piece of Truth,TV,7.04,177,"Oct 07, 2019",M.S.C
Stand My Heroes: Warmth of Memories,OVA,8.79,24,"May 24, 2023",M.S.C
Star Blazers: The Comet Empire,TV,8.49,34,"Oct 14, 1978",Group TAC
Star Blazers: Space Battleship Yamato 2202,OVA,8.61,261,"Feb 25, 2017",Xebec
Star Blazers: The Bolar Wars,TV,7.62,30,"Oct 11, 1980",Academy Productions
Star Driver,TV,8.94,258,"Oct 03, 2010",Bones
Star Blazers: The Quest for Iscandar,TV,8.33,54,"Oct 06, 1974",Group TAC
Star Cat Fullhouse,OVA,8.11,11,"Jun 16, 1989",Artland
Star Fleet,TV,7.92,14,"Oct 03, 1980",Discotek
Star Driver THE MOVIE,MOVIE,7.89,39,"Feb 09, 2013",Bones
Star Dust,OVA,5.64,11,"Sep 25, 1992",Victor Entertainment
Star Ocean: Anamnesis,ONA,7.29,8,"Nov 28, 2016",add some
Star Fox Zero: The Battle Begins,ONA,8.57,12,"Apr 20, 2016",Wit Studio
Star Ocean EX,TV,8.01,22,"Apr 03, 2001",Studio Deen
Star Wars: Visions Season 2,ONA,6.52,313,"Sep 21, 2021",Kinema Citrus
Star Wars: The Force Awakens,ONA,4.08,45,"Dec 15, 2017",add some
Star Wars: Visions,ONA,8.24,719,"Sep 22, 2021",Kinema Citrus
Stardust Telepath,TV,8.21,569,"Oct 09, 2023",Studio Gokumi
Star☆Twinkle Precure,TV,8.85,285,"Feb 03, 2019",Toei Animation
Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,MOVIE,8.65,62,"Oct 19, 2019",Toei Animation
STARMYU 2,TV,9.32,80,"Apr 04, 2017",C-Station
Starlight Promises,ONA,8.65,46,"Aug 03, 2018",Yokohama Animation Lab
STARMYU,TV,8.61,168,"Oct 06, 2015",C-Station
STARMYU OVA,OVA,9.64,28,"Jul 27, 2016",C-Station
STARMYU 3,TV,9.64,78,"Jul 01, 2019",C-Station
Starmyu in Halloween,OVA,8.15,34,"Oct 24, 2018",C-Station
Stars Align,TV,8.9,908,"Oct 11, 2019",8bit
Starry Tales: Seiza wa Toki wo Koete,MOVIE,8.57,8,"Mar 19, 2011",KAGAYA Studio
Starry☆Sky,ONA,7.33,69,"Dec 23, 2010",Studio Deen
Starship Girl Yamamoto Yohko,OVA,8.5,8,"Mar 06, 1996",J.C.Staff
Stars Fall,ONA,7.83,74,"Dec 15, 2019",Wawayu Animation
stars*collection!,ONA,5.89,144,"Jan 28, 2022",Hololive Production
Starship Troopers,OVA,8.41,48,"Oct 25, 1988",Sunrise
Starship Girl Yamamoto Yohko II,OVA,6.25,5,"Aug 06, 1997",J.C.Staff
Starship Operators,TV,9.4,35,"Jan 05, 2005",J.C.Staff
Startling Doctor,TV,6.17,16,"Oct 21, 1998",Pierrot
Starship Troopers: Invasion,MOVIE,7.2,52,"Jul 21, 2012",Sola Digital Arts
Starship Troopers: Traitor of Mars,MOVIE,8.04,84,"Feb 10, 2018",Sola Digital Arts
Steel Angel Kurumi,TV,8.65,54,"Oct 05, 1999",OLM
Steam Detectives,TV,7.9,22,"Oct 07, 1998",Xebec
Steamboy,MOVIE,9.1,149,"Jul 17, 2004",Sunrise
Steel Angel Kurumi Zero,OVA,4.43,8,"Apr 18, 2001",OLM
Steel Angel Kurumi 2,TV,6.67,28,"Apr 12, 2001",OLM
Steel Angel Kurumi Encore,OVA,6.53,20,"Jul 19, 2000",OLM
Steins;Gate 0: 23β -Divide by Zero-,SPECIAL,9.12,422,"Dec 03, 2015",White Fox
Steins;Gate,TV,9.38,8015,"Apr 06, 2011",White Fox
Steins;Gate 0,TV,9.12,3682,"Apr 12, 2018",White Fox
Steins;Gate: Egoistic Poriomania,SPECIAL,9.42,1024,"Feb 22, 2012",White Fox
Steins;Gate 0: Valentine's of Crystal Polymorphism -Bittersweet Intermedio-,SPECIAL,9.28,280,"Dec 21, 2018",White Fox
Steins;Gate The Movie – Load Region of Déjà Vu,MOVIE,9.28,1116,"Apr 20, 2013",White Fox
Stella of the Theater: World Dai Star,TV,8.4,468,"Apr 09, 2023",Lerche
Steins;Gate: The Sagacious Wisdom of Cognitive Computing,ONA,9.24,289,"Oct 15, 2014",White Fox
Stella no Mahou Specials,SPECIAL,9.35,16,"Feb 24, 2017",Silver Link.
Step Up Love Story,OVA,7.93,302,"Jul 26, 2002",Chaos Project
"Stella Women's Academy, High School Division Class C3",TV,7.65,65,"Jul 05, 2013",Gainax
Stellvia of the Universe,TV,9.1,59,"Apr 03, 2003",Xebec
Stitch! ~Best Friends Forever~ Heroes are Hard,SPECIAL,6.11,10,"Jun 19, 2011",Shin-Ei Animation
Stitch!,TV,8.26,38,"Oct 08, 2008",Madhouse
Stitch! ~Best Friends Forever~,TV,9.11,16,"Jul 06, 2010",Shin-Ei Animation
Stone,MOVIE,6.06,17,1975,add some
Stitch! ~The Mischievous Alien's Great Adventure~,TV,9.66,28,"Oct 13, 2009",Madhouse
Stitch! Perfect Memory,SPECIAL,8.42,25,"Aug 07, 2015",Shin-Ei Animation
Storm Rider: Clash of the Evils,MOVIE,7.15,30,"Jul 19, 2008",Puzzle Animation Studio Limited
Stone Age,TV,5.07,22,"Jul 12, 2017",add some
Stop!! Hibari-kun!,TV,8.61,89,"May 20, 1983",Toei Animation
STRAIN: Strategic Armored Infantry,TV,8.84,70,"Nov 02, 2006",Studio Fantasia
Story of a Fawn,TV,8.75,4,"Nov 08, 1983",Visual 80
Straight Title Robot Anime,TV,5.63,11,"Feb 06, 2013",Bouncy
Strange Love,OVA,5.17,175,"Mar 21, 1997",Group TAC
Strait Jacket,OVA,8.01,28,"Nov 26, 2007",feel.
Strange Dawn,TV,6.65,25,"Jul 11, 2000",Hal Film Maker
Strange+ Special,SPECIAL,4.25,16,"Apr 18, 2014",Seven
Strange Steel Fairy Rouran,TV,5.9,18,"Nov 15, 2002",Zexcs
Strange+,TV,7.02,25,"Jan 10, 2014",Seven
